player_id,first_name,last_name,name,last_season,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,agent_name,image_url,international_caps,international_goals,current_national_team_id,url,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur
1568,Stefan,Reisinger,Stefan Reisinger,2012,38,stefan-reisinger,Germany,Landshut,Germany,1981-09-14 00:00:00,Centre-Forward,Attack,right,185.0,,,https://img.a.transfermarkt.technology/portrait/header/s_1568_38_2012_2.jpg?lm=1,,,,https://www.transfermarkt.co.uk/stefan-reisinger/profil/spieler/1568,L1,Fortuna Düsseldorf,500000,1500000
1572,Andreas,Wolf,Andreas Wolf,2013,162,andreas-wolf,UdSSR,Leninabad,Germany,1982-06-12 00:00:00,Centre-Back,Defender,right,182.0,,,https://img.a.transfermarkt.technology/portrait/header/1572-1686839710.jpg?lm=1,,,,https://www.transfermarkt.co.uk/andreas-wolf/profil/spieler/1572,FR1,Association sportive de Monaco Football Club,500000,5000000
1573,Thomas,Hitzlsperger,Thomas Hitzlsperger,2012,29,thomas-hitzlsperger,Germany,München,Germany,1982-04-05 00:00:00,Central Midfield,Midfield,,,,,https://img.a.transfermarkt.technology/portrait/header/W_b_s_1573_79_2009_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/thomas-hitzlsperger/profil/spieler/1573,GB1,Everton Football Club,1000000,9000000
1586,Christian,Schulz,Christian Schulz,2015,42,christian-schulz,Germany,Bassum,Germany,1983-04-01 00:00:00,Centre-Back,Defender,left,185.0,,ARP Sportmarketing,https://img.a.transfermarkt.technology/portrait/header/1586-1603735799.JPG?lm=1,,,,https://www.transfermarkt.co.uk/christian-schulz/profil/spieler/1586,L1,Hannover 96,100000,4500000
1587,Mario,Eggimann,Mario Eggimann,2012,42,mario-eggimann,Switzerland,Brugg,Switzerland,,Centre-Back,Defender,right,190.0,,,https://img.a.transfermarkt.technology/portrait/header/1587-1406722979.jpg?lm=1,,,,https://www.transfermarkt.co.uk/mario-eggimann/profil/spieler/1587,L1,Hannover 96,400000,3000000
1606,Morten,Rasmussen,Morten Rasmussen,2012,2414,morten-rasmussen,Denmark,Hvidovre,Denmark,1985-03-26 00:00:00,Centre-Back,Defender,right,188.0,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/morten-rasmussen/profil/spieler/1606,DK1,AC Horsens,50000,600000
1613,,Vivian,Vivian,2013,855,vivian,Brazil,Caçapava do Sul,Brazil,1982-04-05 00:00:00,Centre-Back,Defender,,,,,https://img.a.transfermarkt.technology/portrait/header/1613-1637152000.png?lm=1,,,,https://www.transfermarkt.co.uk/vivian/profil/spieler/1613,FR1,EA Guingamp,100000,1500000
1659,Dennis,Kruppke,Dennis Kruppke,2013,23,dennis-kruppke,Germany,Münster,Germany,1980-04-01 00:00:00,Second Striker,Attack,both,179.0,,,https://img.a.transfermarkt.technology/portrait/header/1659-1406658733.jpg?lm=1,,,,https://www.transfermarkt.co.uk/dennis-kruppke/profil/spieler/1659,L1,Eintracht Braunschweig,400000,750000
1662,Sascha,Riether,Sascha Riether,2018,33,sascha-riether,Germany,Lahr,Germany,1983-03-23 00:00:00,Right-Back,Defender,,,,Sports360 GmbH,https://img.a.transfermarkt.technology/portrait/header/1662-1531813388.jpg?lm=1,,,,https://www.transfermarkt.co.uk/sascha-riether/profil/spieler/1662,L1,FC Schalke 04,300000,6000000
1667,Diego,Benaglio,Diego Benaglio,2019,162,diego-benaglio,Switzerland,Zürich,Switzerland,1983-09-08 00:00:00,Goalkeeper,Goalkeeper,right,194.0,,KBM,https://img.a.transfermarkt.technology/portrait/header/1667-1438072284.jpg?lm=1,,,,https://www.transfermarkt.co.uk/diego-benaglio/profil/spieler/1667,FR1,Association sportive de Monaco Football Club,250000,11500000
1684,Milorad,Pekovic,Milorad Pekovic,2012,65,milorad-pekovic,Jugoslawien (SFR),Nikšić,Montenegro,1977-08-05 00:00:00,Defensive Midfield,Midfield,left,189.0,,,https://img.a.transfermarkt.technology/portrait/header/1684-1544006404.jpg?lm=1,,,,https://www.transfermarkt.co.uk/milorad-pekovic/profil/spieler/1684,L1,SpVgg Greuther Fürth,150000,1500000
1716,David,Odonkor,David Odonkor,2012,6996,david-odonkor,Germany,Bünde,Germany,1984-02-21 00:00:00,Right Winger,Attack,right,172.0,,,https://img.a.transfermarkt.technology/portrait/header/s_1716_6996_2013_01_24_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/david-odonkor/profil/spieler/1716,UKR1,Goverla Uzhgorod (- 2016),500000,4500000
1725,Jesper,Christiansen,Jesper Christiansen,2014,173,jesper-christiansen,Denmark,Roskilde,Denmark,1978-04-24 00:00:00,Goalkeeper,Goalkeeper,left,194.0,,NSG ApS,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/jesper-christiansen/profil/spieler/1725,DK1,Odense Boldklub,50000,2000000
1726,Heiko,Westermann,Heiko Westermann,2016,610,heiko-westermann,Germany,Alzenau,Germany,1983-08-14 00:00:00,Centre-Back,Defender,right,190.0,,,https://img.a.transfermarkt.technology/portrait/header/1726-1447257388.jpg?lm=1,,,,https://www.transfermarkt.co.uk/heiko-westermann/profil/spieler/1726,NL1,AFC Ajax Amsterdam,400000,9000000
1743,Patrick,Platins,Patrick Platins,2015,105,patrick-platins,Germany,Immenstadt im Allgäu,Germany,1983-04-19 00:00:00,Goalkeeper,Goalkeeper,right,190.0,,,https://img.a.transfermarkt.technology/portrait/header/1743-1438347193.jpg?lm=1,,,,https://www.transfermarkt.co.uk/patrick-platins/profil/spieler/1743,L1,SV Darmstadt 98,250000,500000
1772,Du-ri,Cha,Du-ri Cha,2012,38,du-ri-cha,Germany,Frankfurt am Main,"Korea, South",1980-07-25 00:00:00,Right-Back,Defender,right,181.0,,,https://img.a.transfermarkt.technology/portrait/header/s_1772_38_2012_2.jpg?lm=1,,,,https://www.transfermarkt.co.uk/du-ri-cha/profil/spieler/1772,L1,Fortuna Düsseldorf,825000,1500000
1784,René,Adler,René Adler,2018,39,rene-adler,East Germany (GDR),Leipzig,Germany,1985-01-15 00:00:00,Goalkeeper,Goalkeeper,,,,11WINS,https://img.a.transfermarkt.technology/portrait/header/1784-1532594587.jpg?lm=1,,,,https://www.transfermarkt.co.uk/rene-adler/profil/spieler/1784,L1,1. Fußball- und Sportverein Mainz 05,500000,16000000
1791,Halil,Altintop,Halil Altintop,2016,167,halil-altintop,Germany,Gelsenkirchen,Turkey,1982-12-08 00:00:00,Attacking Midfield,Midfield,right,185.0,,,https://img.a.transfermarkt.technology/portrait/header/1791-1471448933.jpg?lm=1,,,,https://www.transfermarkt.co.uk/halil-altintop/profil/spieler/1791,L1,Fußball-Club Augsburg 1907,200000,7500000
1792,Hamit,Altintop,Hamit Altintop,2016,105,hamit-altintop,Germany,Gelsenkirchen,Turkey,1982-12-08 00:00:00,Right Midfield,Midfield,right,183.0,,,https://img.a.transfermarkt.technology/portrait/header/1792-1500629323.jpg?lm=1,,,,https://www.transfermarkt.co.uk/hamit-altintop/profil/spieler/1792,L1,SV Darmstadt 98,300000,11000000
1841,Ali,Bilgin,Ali Bilgin,2012,10484,ali-bilgin,Germany,Essen,Turkey,1981-12-17 00:00:00,Central Midfield,Midfield,,,,,https://img.a.transfermarkt.technology/portrait/header/s_1841_75_2010_2.jpg?lm=1,,,,https://www.transfermarkt.co.uk/ali-bilgin/profil/spieler/1841,TR1,Kasımpaşa A.Ş.,175000,2500000
1896,Ahmet,Cebe,Ahmet Cebe,2015,19771,ahmet-cebe,Germany,Krefeld,Germany,1983-05-02 00:00:00,Right-Back,Defender,right,181.0,,,https://img.a.transfermarkt.technology/portrait/header/1896-1506161242.jpg?lm=1,,,,https://www.transfermarkt.co.uk/ahmet-cebe/profil/spieler/1896,TR1,Akhisarspor,50000,1050000
1944,Deniz,Dogan,Deniz Dogan,2013,23,deniz-dogan,Germany,Lübeck,Turkey,,Centre-Back,Defender,left,181.0,,Dr. Oliver Wendt,https://img.a.transfermarkt.technology/portrait/header/1944-1406662332.jpg?lm=1,,,,https://www.transfermarkt.co.uk/deniz-dogan/profil/spieler/1944,L1,Eintracht Braunschweig,75000,400000
1986,Markus,Feulner,Markus Feulner,2016,167,markus-feulner,Germany,Scheßlitz,Germany,1982-02-12 00:00:00,Central Midfield,Midfield,right,183.0,,Robert Schneider,https://img.a.transfermarkt.technology/portrait/header/1986-1471449057.jpg?lm=1,,,,https://www.transfermarkt.co.uk/markus-feulner/profil/spieler/1986,L1,Fußball-Club Augsburg 1907,100000,3000000
2048,Philipp,Haastrup,Philipp Haastrup,2012,403,philipp-haastrup,Germany,Münster,Germany,1982-03-05 00:00:00,Centre-Back,Defender,,,,,https://img.a.transfermarkt.technology/portrait/header/s_2048_222_2013_08_26_1.jpg?lm=1,,,,https://www.transfermarkt.co.uk/philipp-haastrup/profil/spieler/2048,NL1,Willem II Tilburg,100000,450000
2050,Nelson,Valdez,Nelson Valdez,2014,24,nelson-valdez,Paraguay,Caaguazú,Paraguay,1983-11-28 00:00:00,Centre-Forward,Attack,right,179.0,,GG11 ,https://img.a.transfermarkt.technology/portrait/header/2050-1407140954.jpg?lm=1,,,,https://www.transfermarkt.co.uk/nelson-valdez/profil/spieler/2050,L1,Eintracht Frankfurt Fußball AG,100000,5000000
2138,Mladen,Kascelan,Mladen Kascelan,2017,40426,mladen-kascelan,Jugoslawien (SFR),Kotor,Montenegro,1983-02-13 00:00:00,Defensive Midfield,Midfield,right,178.0,2023-06-30 00:00:00,FM Sports Agency,https://img.a.transfermarkt.technology/portrait/header/2138-1589306631.png?lm=1,,,,https://www.transfermarkt.co.uk/mladen-kascelan/profil/spieler/2138,RU1,FC Tosno (-2018),25000,600000
2148,Erdal,Kilicaslan,Erdal Kilicaslan,2016,2944,erdal-kilicaslan,Germany,München,Germany,1984-08-23 00:00:00,Left Winger,Attack,,,,,https://img.a.transfermarkt.technology/portrait/header/2148-1477319690.jpg?lm=1,,,,https://www.transfermarkt.co.uk/erdal-kilicaslan/profil/spieler/2148,TR1,Ankaraspor,400000,1500000
